cleaned_reviewText,text_sentiment,cleaned_reviewTitle,title_sentiment
ive buying dan post albuquerque boot several year great obviously changed manufacturing much lower quality usually plan buying pair every year use boot pretty hard garage welding fabricating far albuquerque taken beating gracefully soon opened box new pair immediately noticed difference quality included picture old boot compared new one heal used layer leather layer sole material rubber plastic polyblablabla whatever tacked place provided sturdy support new boot chunk foam like garbage pair cheap garbage boot one could buy walmart compensate coloring look like layer leather try didnt feel sturdy support come count replaced feeling cheap low quality design compromise exchange quick profit history plantar fasciitus cant take chance wearing low quality footwear sorry dan post got ta move,1,quality design exchanged quick profit sorry got ta move new brand,1
bought apprehension spine issue spinal implant device pain wellington cowboy type boot guy decade stop wearing high heel causing lower back pain thought id try dan post due review ive always justin boot guy first justin boot sent back pair wearing hour due pain stitch popping left boot justin issue reason received dan post today immediately put wow comfortable cowboy boot ive ever put foot went walmart walked hour zero back pain non broken cowboy boot thats unheard youre boot person know im talking discomfort expected new boot flat kind wide foot wear tennis shoe ordered ew lot cheaper fit fine fact could worn maybe cobbler stretch needed im happy snagged dan post boot im amazed comfort level type boot cant imagine insanely comfortable blayde storm tide would extra cushion put insole due right boot missing one didnt matter quality comfortable bootsemper fidelis,1,really comfortable boot,1
comfortable cushy foot toe box narrow first use cedar shoe tree make room toe open toe area better fit wear woman men size fit well w added insert fill space heel add support would great winter sturdy rubber sol tread warm lining heel placed odd angle kept rocking back heel put table saw heel sit flush flat surface caused front part heel dig bottom foot wearing constantly rocking back heelsi think defect returned read review make cheaper brushed suede type leather past made smooth leather boot longer oily brown described reddish brown suede noticed boot suede leather wrinkled quickly trying nut one way fix apply mink oil red wing leather cream smooth nap smooth leather finish suede boot manufacturer swapping nappy brushed leather suede real smooth leather many boot bc must cheaper sad bc smooth leather look better wear longer,1,super nice heel fit weird,1
read review buying guy noted difficulty getting heal boot result fabric bottom shaft top heal cup tore dan post apparently fixed problem buy adding leather reenforcement first put left one went fine right one good deal difficulty getting heal past leather patch heal cup gotten progressively worse get right one matter hard try perhaps boot horn would help butanyway great boot get comfortable sure pointso contacted amazon returning original pair sent new pair entirely different boot least small much narrower especially viewed form bottom sole narrower dan post tag different color green yellow opposed black gold original heal seems higher leather inferior weird called dan post said always making design change look like im going get money back bad,1,update comfy get,1
ive owned pair dan post boot yes im big fan enjoy wearing westernstyled clothes boot im also truck driver biker boot fit bill right box look great comfortable wear ordered fit spot problem heel arch toe theyre listed waterproof havent put test yet theyre heavy thought theyd nice boot easy get used look great gave good treatment leather honey condition leather give extra protection great boot issue theyre dan post bootsgreat boot great quality great look titled review youre considering boot buy great around boot lastly ive read review mentioning theyre made china yes unfortunately mine say really sad,1,youre considering boot buy,1
ive owned boot two year worn nearly every day mud motorcycle snow rain boot done ive asked fact theyre still going cant stand wear theyre incredibly comfortable get better looking beat get like much bought new pair replace side seam piping starting blow sole heal ready hit leather would resoled seam coming apartive given star seam piping fact bought another identical pair tell star great rating methe time dont wear boot im workingout im hiking otherwise wear everywhere business travel working fieldprosthe fit dead dcomfort excellentwaterproofing excellentdurability excellentlooks excellentcon plastic piping seam come apart rest boot worn thats weak point think piping cause failure,1,best pair boot ive ever owned seam plastic piping weak point,1
muy bonito le gustaron mucho mi hija vienen m grandes pero siempre compro una talla menos en esta marca los recomiendo,1,muy bonito,1
shoe super cute box came trashed wouldnt say beat transit either disappointed gift,1,trashed box,1
cute shoe started stink wearing sock wear disappointed,0,need wear sock stink,0
leider viel zu gro ging zurck kulante rckname gute abwicklung,1,sehr schner schuh,1
ich trage rolling soft schuhe von gabor gerne und bin bi jetzt noch nie enttuscht worden,1,super leicht und bequem,1
schuhe passen wie erwartet,1,schnelle lieferung tolle ware,1
passen perfekt,1,schne schuhe,1
ha gustado la rapidez de la entrega,1,la coincidencia del objeto real el anunciado,1
look great foot really nice shoe withstood whole summer without looking beat lol,1,love shoe,1
shoe fit daughter hoped super cute however zipper back unbelievably hard zip unzip would much rather bought shoe put take without needing assistance,1,super cute zipper awful,1
sandal adorable fit expected probably best shoe wider foot though theyre pretty skinny work fine step daughter back little hard zip im sure itll easier time definitely would buy,1,cute good quality,1
bought year old absolutely love wear every chance get dont show lot wear tear look great short skirtdress,1,sweet shoe,1
fashionable well crafted,1,adorable,1
goodness struggle zip thing upthey much wider anticipatedmeh,1,wide zipper jam,1
cutest shoe ever exactly described cuter person fit according size,1,attractive shoe great value money,1
came box kmart really nice super cute well packaged tried yet love,1,worth ir,1
lovely slipperi accidentally ordered wrong sizeim far return,0,great purchase,1
great buy,1,great buy,1
shoe packaged like cost can lovely reusable bag bracelet thank card nice highly recommended,1,super happy purchase,1
thought would love didnt open right away day ago find fit half size big feel like theyre wide width notice eyelet left shoe dont line tied made feel weird dont usually complain price much received,1,wont ordering,1
excuse fat ankle picture comfortable lightweight toonot real heavy like shoe ive looking pretty much everywhere comfortable pair shoe walking right theyre also easy slip without use finger help getting love may get another pair different color,1,love really comfortable,1
shoe stylish comfortable please listen previous review sizing regret wear size ordered little big order right size happy product,1,true size,1
shoe bit narrower expected good heel comfort arch support,1,walking shoe,1
love comfortable light weight buy work,1,alots complement,1
look great feel good,1,fit great foot feel good nice arch support,1
muy cmodos los nmeros son exactos,1,comodida,1
comfortable size correct,1,comfortable,1
muy cmodo gustan,1,se ven bien,1
ho acquistato queste scarpe perch catturato dal design moderno e accattivantei materiali costruttivi sembrano abbastanza buoni il mix tra pelle e tessuto stile camouflage sulla parte posteriore rende particolare la scarpasono provviste di una zip laterale che permette di indossarle facilmente la vestibilit conforme alla solita taglia che indosso per altri modelli di scarpe e sono comode da calzare,1,scarpe di tendenza dal design accattivante,1
sieht gut au hlt ohne innenfutter auch warm genug und passt sehr gutmaterial auch wie beschriebenwrde fast behaupten er wre eine nummer zu gro bzw passt meine normale gre sehr bequem bei sneakern nehme ich sonst immer eine nr grer hier aber nicht erforderlich,1,top erwartungen erfllt,1
verarbeitung und qualitt top modern und passen genau,1,sehr moderne schuhe,1
bonito cmodos porque estn anchos pero se despegaron muy pronto tena mejores expectativas de esta marca en esta ocasin duraron,1,bonito pero se depegaron los pocos me de uso,1
bonito la vista pero de muy mala calidad se despegaron al me de uso ambo tenis de toda la parte delantera pareca una buena oferta pero sal perdiendo,1,desechables,1
fue un regalo para una prima muy bonito la vista por los colores esos colores morados le gustaron mucho son comodos comenta,1,buen regalo,1
muy bonito lastima que llegaron sper grandes en realidad son cm,1,verificar la lista de tallas,1
estn precioosos aunque son tenis idealmente para nios se los regale mi hermana de aos le quedaron la perfeccin estoy muy contento con la compra,1,m bonito que en la fotografa,1
gustan los ten para mi hij gracias,1,excelente,1
bonito de muy buena calidad,1,excelentes,1
hermosos en verdad,1,ganga,1
bien nmero exacto,1,hermosos,1
gust bien sellado original,1,excelente producto,1
sent wrong size product description misleading,0,wrong size sent,0
buenos un poco pequeos,1,,1
like shoesreceived within day,1,shipper followed,1
worn new balance shoe year started new balance wx wx cross trainer tennis based recommendation local new balance specialty shop wx light weight mesh flexible good lateral support sol stiff replacement shoe new balance recommended v shoe one uncomfortable shoe tried stiff press across toe cause pain sol thick stiff quick movement tennis court,1,uncomfortable stiff fitting shoe,0
